,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality
6756,KT_BE,Prioritäten Regionalverkehr und S-Bahn (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_RVSB_VW_22452,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_RVSB_VW_22452,of_planningcadastre03_de_ms_wfs:KRPVRK_RVSB_VW_22452,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.9,7.69,7.00937611 46.53199023 8.36150675 47.26607513,,summary,DEU,NA,25
6757,KT_BE,Velorouten mit kantonaler Netzfunktion (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_VELO_VW_22456,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_VELO_VW_22456,of_planningcadastre03_de_ms_wfs:KRPVRK_VELO_VW_22456,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.96,7.57,6.9254231 46.65417309 8.21209485 47.25591688,,summary,DEU,NA,25
6758,KT_BE,"Verkehrsintensive Vorhaben, ViV (RP-Inhalt)",of_planningcadastre03_de_ms_wfs:KRPVRK_FLMPT_VW_22453,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_FLMPT_VW_22453,of_planningcadastre03_de_ms_wfs:KRPVRK_FLMPT_VW_22453,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,4.0,46.95,7.43,7.24398734 46.74545263 7.61118523 47.16262479,,summary,DEU,NA,25
6759,KT_BE,Perimeter neurechtlicher ViV-Standorte (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_FLMFL_VW_22454,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_FLMFL_VW_22454,of_planningcadastre03_de_ms_wfs:KRPVRK_FLMFL_VW_22454,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,5.0,46.95,7.44,7.26758824 46.78010227 7.61307875 47.12093638,,summary,DEU,NA,25
6760,KT_BE,Verladeanlagen und Güterbahnhöfe (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_GUTPT_VW_22459,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_GUTPT_VW_22459,of_planningcadastre03_de_ms_wfs:KRPVRK_GUTPT_VW_22459,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.91,7.38,6.89410641 46.55310837 7.87468968 47.2720406,,summary,DEU,NA,25
6761,KT_BE,"Vorranggebiete für Logistiknutzungen (RP-Inhalt), Punkt",of_planningcadastre03_de_ms_wfs:KRPVRK_LOGPT_VW_22457,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_LOGPT_VW_22457,of_planningcadastre03_de_ms_wfs:KRPVRK_LOGPT_VW_22457,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,4.0,47.0,7.55,7.29112114 46.72986401 7.81585256 47.27836913,,summary,DEU,NA,25
6762,KT_BE,"Vorranggebiete für Logistiknutzungen (RP-Inhalt), Fläche",of_planningcadastre03_de_ms_wfs:KRPVRK_LOGFL_VW_22458,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_LOGFL_VW_22458,of_planningcadastre03_de_ms_wfs:KRPVRK_LOGFL_VW_22458,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,4.0,47.0,7.56,7.28808885 46.7222716 7.82649069 47.28194855,,summary,DEU,NA,25
6763,KT_BE,Gunstlagen für Logistiknutzungen (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_GSLFL_VW_22460,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_GSLFL_VW_22460,of_planningcadastre03_de_ms_wfs:KRPVRK_GSLFL_VW_22460,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.97,7.45,7.02376753 46.64685364 7.88531551 47.29561884,,summary,DEU,NA,25
6764,KT_BE,Strategische Projekte (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_STRATPRJ_VW_22455,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_STRATPRJ_VW_22455,of_planningcadastre03_de_ms_wfs:KRPVRK_STRATPRJ_VW_22455,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.93,7.63,7.05911885 46.62826392 8.20824877 47.23147225,,summary,DEU,NA,25
6765,KT_BE,Nationalstrassennetz Fertigstellung (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_FNSTR_VW_22461,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_FNSTR_VW_22461,of_planningcadastre03_de_ms_wfs:KRPVRK_FNSTR_VW_22461,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,7.0,47.15,7.24,7.20822785 47.12336357 7.26251016 47.17812898,,summary,DEU,NA,25
6766,KT_BE,Anpassungsbedarf Bundesnetz (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPVRK_ERGNTZ_VW_22462,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_ERGNTZ_VW_22462,of_planningcadastre03_de_ms_wfs:KRPVRK_ERGNTZ_VW_22462,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.82,7.53,7.03237084 46.36217538 8.03116997 47.28550147,,summary,DEU,NA,25
6767,KT_BE,Strassennetz Nachbarkantone,of_planningcadastre03_de_ms_wfs:KRPVRK_STRNKT_VW_22463,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPVRK_STRNKT_VW_22463,of_planningcadastre03_de_ms_wfs:KRPVRK_STRNKT_VW_22463,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,2.0,46.74,7.71,6.44555406 45.86070426 8.96452084 47.61969347,,summary,DEU,NA,25
6768,KT_BE,Massnahmenperimeter Wildtiere (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPWILD_WDMSSN_VW_22433,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPWILD_WDMSSN_VW_22433,of_planningcadastre03_de_ms_wfs:KRPWILD_WDMSSN_VW_22433,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.94,7.57,7.02932105 46.59520577 8.10683002 47.29202345,,summary,DEU,NA,25
6769,KT_BE,Verbreitungshindernisse Wildtiere (RP-Inhalt),of_planningcadastre03_de_ms_wfs:KRPWILD_WDHIND_VW_22434,n.a.,KT_BE/Raumplanung und Grundstückskataster 03/of_planningcadastre03_de_ms_wfs:KRPWILD_WDHIND_VW_22434,of_planningcadastre03_de_ms_wfs:KRPWILD_WDHIND_VW_22434,nan,nan,nan,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre03_de_ms_wfs/MapServer/WFSServer,nan,nan,WFS,3.0,46.94,7.57,7.01018278 46.59382981 8.12152175 47.28286026,,summary,DEU,NA,25
6770,KT_BE,"Bodenbedeckung, Seen",MOPUBE_BBF_VW_23323,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung, Seen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_BBF_VW_23323||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_BBF_VW_23323,nan,"Die Ebene bildet die in der Realität aktuell vorhandenen Bodenbedeckungsflächen ab, wobei zwischen den Kategorien Gebäude, befestigte Flächen, humusierte Flächen, Gewässer, bestockte Flächen und vegetationslose Flächen unterschieden wird.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_BBF_VW_23323,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"kategorien gebäude, bestockte flächen, ebene bildet, befestigte flächen, gewässer, vegetationslose flächen unterschieden, humusierte flächen",summary,DEU,DE,25
6771,KT_BE,Bodenbedeckung farbig vereinfacht,MOPUBE_BBF_VW_23322,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung farbig vereinfacht||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_BBF_VW_23322||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_BBF_VW_23322,nan,"Die Ebene bildet die in der Realität aktuell vorhandenen Bodenbedeckungsflächen ab, wobei zwischen den Kategorien Gebäude, befestigte Flächen, humusierte Flächen, Gewässer, bestockte Flächen und vegetationslose Flächen unterschieden wird.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_BBF_VW_23322,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"kategorien gebäude, bestockte flächen, ebene bildet, befestigte flächen, gewässer, vegetationslose flächen unterschieden, humusierte flächen",summary,DEU,DE,25
6772,KT_BE,"Bodenbedeckung, grau",MOPUBE_BBF_VW_14132,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung, grau||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_BBF_VW_14132||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_BBF_VW_14132,nan,"Die Ebene bildet die in der Realität aktuell vorhandenen Bodenbedeckungsflächen ab, wobei zwischen den Kategorien Gebäude, befestigte Flächen, humusierte Flächen, Gewässer, bestockte Flächen und vegetationslose Flächen unterschieden wird.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_BBF_VW_14132,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"kategorien gebäude, bestockte flächen, ebene bildet, befestigte flächen, gewässer, vegetationslose flächen unterschieden, humusierte flächen",summary,DEU,DE,25
6773,KT_BE,Bodenbedeckung,MOPUBE_BBF_VW_15028,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_BBF_VW_15028||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_BBF_VW_15028,nan,"Die Ebene bildet die in der Realität aktuell vorhandenen Bodenbedeckungsflächen ab, wobei zwischen den Kategorien Gebäude, befestigte Flächen, humusierte Flächen, Gewässer, bestockte Flächen und vegetationslose Flächen unterschieden wird.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_BBF_VW_15028,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"kategorien gebäude, bestockte flächen, ebene bildet, befestigte flächen, gewässer, vegetationslose flächen unterschieden, humusierte flächen",summary,DEU,DE,25
6774,KT_BE,"Bodenbedeckung, projektiert, Fläche",MOPUBE_BBPRJF_VW_23321,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung, projektiert, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_BBPRJF_VW_23321||1.3.0&E=2615363.6965035074&N=1186558.8149889917&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_BBPRJF_VW_23321,nan,"Die Ebene bildet projektierte Bodenbedeckungsflächen ab, wobei zwischen den Kategorien projektierte Gebäude, befestigte Flächen, humusierte Flächen, Gewässer, bestockte Flächen und vegetationslose Flächen unterschieden wird.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_BBPRJF_VW_23321,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.83,7.64,6.895221 46.361528 8.383333 47.303507,"kategorien projektierte gebäude, bestockte flächen, befestigte flächen, gewässer, vegetationslose flächen unterschieden, humusierte flächen",summary,DEU,DE,25
6775,KT_BE,"Bodenbedeckung projektiert, Umriss",MOPUBE_BBPRJF_VW_11528,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung projektiert, Umriss||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_BBPRJF_VW_11528||1.3.0&E=2615363.6965035074&N=1186558.8149889917&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_BBPRJF_VW_11528,nan,"Die Ebene bildet projektierte Bodenbedeckungsflächen ab, wobei zwischen den Kategorien projektierte Gebäude, befestigte Flächen, humusierte Flächen, Gewässer, bestockte Flächen und vegetationslose Flächen unterschieden wird.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_BBPRJF_VW_11528,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.83,7.64,6.895221 46.361528 8.383333 47.303507,"kategorien projektierte gebäude, bestockte flächen, befestigte flächen, gewässer, vegetationslose flächen unterschieden, humusierte flächen",summary,DEU,DE,25
6776,KT_BE,Einzelobjekte Fläche vereinfacht,MOPUBE_EOF_VW_23320,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekte Fläche vereinfacht||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_EOF_VW_23320||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_EOF_VW_23320,nan,"Typische Ausprägungen dieser Ebene sind flächenhafte Einzelobjekte wie beispielsweise Mauer, Unterirdische Gebäude, Tunnel, Brücke usw.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_EOF_VW_23320,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.865785 46.340717 8.461958 47.344097,"tunnel, beispielsweise mauer, brücke usw, flächenhafte einzelobjekte, typische ausprägungen, unterirdische gebäude, ebene",summary,DEU,DE,25
6777,KT_BE,"Einzelobjekte Fläche, grau",MOPUBE_EOF_VW_14160,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekte Fläche, grau||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_EOF_VW_14160||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_EOF_VW_14160,nan,"Typische Ausprägungen dieser Ebene sind flächenhafte Einzelobjekte wie beispielsweise Mauer, Unterirdische Gebäude, Tunnel, Brücke usw.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_EOF_VW_14160,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.865785 46.340717 8.461958 47.344097,"tunnel, beispielsweise mauer, brücke usw, flächenhafte einzelobjekte, typische ausprägungen, unterirdische gebäude, ebene",summary,DEU,DE,25
6778,KT_BE,"Einzelobjekte, Fläche",MOPUBE_EOF_VW_9838,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekte, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_EOF_VW_9838||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_EOF_VW_9838,nan,"Typische Ausprägungen dieser Ebene sind flächenhafte Einzelobjekte wie beispielsweise Mauer, Unterirdische Gebäude, Tunnel, Brücke usw.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_EOF_VW_9838,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.865785 46.340717 8.461958 47.344097,"tunnel, beispielsweise mauer, brücke usw, flächenhafte einzelobjekte, typische ausprägungen, unterirdische gebäude, ebene",summary,DEU,DE,25
6779,KT_BE,Rohrleitungen: Flächenelemente,MOPUBE_RLF_VW_14975,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Rohrleitungen: Flächenelemente||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_RLF_VW_14975||1.3.0&E=2663000&N=1189572&zoom=1,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_RLF_VW_14975,nan,"Diese Ebene enthält folgende flächigen Elemente: Ölleitungen (ohne Berücksichtigung des Betriebsdruck), Gasleitungen (Betriebsdruck > 5 bar) sowie weitere Leitungen nach dem eidgenössischen Rohrleitungsgesetz (RLG, SR 746.1) resp. der eidgenössischen Rohrleitungsverordnung (RLV, SR 746.11) erhoben. Die amtliche Vermessung übernimmt in der Regel die Daten der Rohrleitungen vom Leitungsbetreiber.-",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_RLF_VW_14975,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,1.0,41.67,0.0,-180.0 -6.650325 180.0 90.0,"rohrleitungen, resp, betriebsdruck, regel, eidgenössischen rohrleitungsgesetz, amtliche vermessung übernimmt, betriebsdruck gasleitungen, 5 bar, rlg, berücksichtigung, sowie weitere leitungen, sr 746, ölleitungen, rlv, daten, eidgenössischen rohrleitungsverordnung",summary,DEU,DE,25
6780,KT_BE,Nomenklatur: Ortsnamen,MOPUBE_NONAMF_VW_23319,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Nomenklatur: Ortsnamen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_NONAMF_VW_23319||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_NONAMF_VW_23319,nan,Die Ebene steht für eine nicht flächendeckende Gebietsaufteilung mit offiziellen Orts- und Flurnamen. Die Festlegung dieser Namen erfolgt durch die kantonale Nomenklaturkommission.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_NONAMF_VW_23319,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"festlegung, flächendeckende gebietsaufteilung, kantonale nomenklaturkommission, namen erfolgt, ebene steht, flurnamen",summary,DEU,DE,25
6781,KT_BE,Nomenklatur: Flurnamen,MOPUBE_NONAMF_VW_23318,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Nomenklatur: Flurnamen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_NONAMF_VW_23318||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_NONAMF_VW_23318,nan,Die Ebene steht für eine nicht flächendeckende Gebietsaufteilung mit offiziellen Orts- und Flurnamen. Die Festlegung dieser Namen erfolgt durch die kantonale Nomenklaturkommission.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_NONAMF_VW_23318,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"festlegung, flächendeckende gebietsaufteilung, kantonale nomenklaturkommission, namen erfolgt, ebene steht, flurnamen",summary,DEU,DE,25
6782,KT_BE,Nomenklatur,MOPUBE_NONAMF_VW_14976,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Nomenklatur||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_NONAMF_VW_14976||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_NONAMF_VW_14976,nan,Die Ebene steht für eine nicht flächendeckende Gebietsaufteilung mit offiziellen Orts- und Flurnamen. Die Festlegung dieser Namen erfolgt durch die kantonale Nomenklaturkommission.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_NONAMF_VW_14976,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"festlegung, flächendeckende gebietsaufteilung, kantonale nomenklaturkommission, namen erfolgt, ebene steht, flurnamen",summary,DEU,DE,25
6783,KT_BE,Liegenschaften: selbständige Rechte,MOPUBE_LISRF_VW_14168,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Liegenschaften: selbständige Rechte||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_LISRF_VW_14168||1.3.0&E=2615363.6965035074&N=1186558.8149889917&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_LISRF_VW_14168,nan,"Die Ebene bildet selbständige und dauernde, rechtskräftige Rechte ab. Typische Ausprägungen sind Quellenrecht und Baurecht.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_LISRF_VW_14168,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.83,7.64,6.864612 46.345688 8.408405 47.310748,"ebene bildet selbständige, rechtskräftige rechte ab, typische ausprägungen, quellenrecht, baurecht",summary,DEU,DE,25
