,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality,title_fr,abstract_fr,keywords_fr,keywords_nlp_fr
897,KT_AG,Saurierhöffigkeitskarte Fricktal,ch_ag_geo_alg_saurier_01,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Saurierhöffigkeitskarte Fricktal||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_saurier_01||1.3.0&E=2646056.6945688855&N=1262318.2834291074&zoom=5,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_saurier,ch_ag_geo_alg_saurier,"Die Gemeinde Frick ist bekannt für zahlreiche Saurierfunde. Lange konzentrierten sich die Funde auf eine Tongrube, bis 2009 in grösserer Entfernung am Nordrand der Gemeinde ebenfalls Saurierreste zum Vorschein kamen. Diese Entdeckung war Anlass für die Erstellung einer GIS-Karte, welche die Bereiche aufzeigt, wo in Baugrubentiefe mit paläontologischen Funden gerechnet werden muss.  https://www.ag.ch/umwelt-aargau/pdf/UAG_59_25.pdf","Natur- und Landschaftsschutz, Bevölkerung, Gesellschaft, Kultur",nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,5.0,47.51,8.05,7.935707044574274 47.43449600734093 8.169640135373037 47.57681564604701,"erstellung, paläontologischen funden gerechnet, bereiche aufzeigt, vorschein kamen, baugrubentiefe, entdeckung, grösserer entfernung, nordrand, anlass, gemeinde frick, zahlreiche saurierfunde, funde, 2009, tongrube, gemeinde ebenfalls saurierreste",summary,DEU,DE,50,Département de dinosaure Fricktal,"La municipalité de Frick est connue pour de nombreuses découvertes de dinosaures. Pendant longtemps, les trouvailles se concentrent sur une fosse en argile jusqu en 2009 ont également été révélées à l extrémité nord de la municipalité. Cette découverte était la raison de la création d une carte SIG, qui montre les zones, où la profondeur des fosses de construction doit être attendue avec des découvertes paléontologiques.  https://www.ag.ch/umwelt-aargau/pdf/uag 59 25.pdf","Nature et protection contre le paysage, population, société, culture","Création, découvertes paléontologiques calculées, zones montrées, apparues, puits de construction, profondeur de construction, découverte, plus grande distance, bord nord, occasion, communauté communautaire, nombreuses trouvailles de dinosaures, découvertes, 2009, pit sonore, municipalité reste également"
898,KT_AG,Seen und Weiher,ch_ag_geo_alg_seeweiher,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Seen und Weiher||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_seeweiher||1.3.0&E=2649162.1714623664&N=1251224.3896644071&zoom=3,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_seeweiher,nan,Seen und Weiher,"Natur- und Landschaftsschutz, Naturbedingte Risiken",https://wms.geo.ag.ch/public/ows?service=WMS&version=1.3.0&request=GetLegendGraphic&format=image%2Fpng&width=20&height=20&layer=ch_ag_geo_alg_seeweiher,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,3.0,47.41,8.09,7.636910002766056 47.11817952934342 8.53929866408184 47.697003606431366,"seen, weiher",summary,DEU,DE,25,Lacs et étangs,Lacs et étangs,"Nature et protection contre le paysage, risques liés à la nature","Lacs, étang"
899,KT_AG,Seen und Weiher,ch_ag_geo_alg_seeweiher_01,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Seen und Weiher||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_seeweiher_01||1.3.0&E=2649162.1714623664&N=1251224.3896644071&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_seeweiher,ch_ag_geo_alg_seeweiher,Seen und Weiher,"Natur- und Landschaftsschutz, Naturbedingte Risiken",nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.41,8.09,7.769247183333253 47.20929298020355 8.404470541127479 47.60676518729088,"seen, weiher",summary,DEU,DE,25,Lacs et étangs,Lacs et étangs,"Nature et protection contre le paysage, risques liés à la nature","Lacs, Weiher"
906,KT_AG,Trockenwieseninventar Aargau,ch_ag_geo_alg_twinv,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Trockenwieseninventar Aargau||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_twinv||1.3.0&E=2650643.1008506655&N=1254572.496411383&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_twinv,nan,"Das Trockenwieseninventar wurde vom BUWAL 1997/98 aufgenommen. Generelles Ziel des Inventars ist es, gesamtschweizerisch eine Übersicht über die trockenen und wechseltrockenen Wiesen und Weiden der Schweiz als Teil der biologischen Vielfalt im Sinne der Konvention von 1992 zu schaffen und daraus die Objekte von nationaler Bedeutung zu bestimmen. Dies erfolgte mit der Trockenwiesenverordnung (TwwV, SR 451.37) vom 13. Januar 2010, welche am 1. Februar 2010 in Kraft trat. Die Objekte sind in Anhang 1 der Verordnung aufgelistet. Die Umschreibung der Objekte ist nicht Bestandteil der VO; sie liegt elektronisch vor (www.bafu.admin.ch/tww).  Rechtliche Stellung und Bedeutung für die Kantone: Biotopinventar des Bundes nach Art. 18a Abs. 1 Natur- und Heimatschutzgesetz (NHG) Umsetzungsauftrag an die Kantone (Art. 18a Abs. 2 NHG, Art. 4 TwwV) Umsetzung im Aargau: Richtplanung: Sämtliche Objekte von nationaler Bedeutung und auch diejenigen, welche unter der Schwelle blieben (= von kantonaler Bedeutung), gehören zu den NkB. Nutzungsplanung: Im kommunalen Kulturlandplan Zuweisung zu einer Naturschutzzone. Bewirtschaftungsvereinbarungen im Rahmen des Programms Labiola (bis 2013 Beve). Bewirtschaftung und Unterhalt ohne Kostenfolgen für die Gemeinde.","Wald, Flora, Fauna",https://wms.geo.ag.ch/public/ows?service=WMS&version=1.3.0&request=GetLegendGraphic&format=image%2Fpng&width=20&height=20&layer=ch_ag_geo_alg_twinv,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.44,8.11,7.719464428665202 47.17803645653164 8.493483874887085 47.69326583314306,"umsetzung, 2013 beve, naturschutzzone, rahmen, kostenfolgen, vo, kantone, biotopinventar, wechseltrockenen wiesen, art, aargau, gemeinde, objekte, konvention, februar 2010, trockenwiesenverordnung, schweiz, 1 natur, 1, verordnung aufgelistet, generelles ziel, 2 nhg, bundes, weiden, bedeutung, januar 2010, biologischen vielfalt, sinne, inventars, kraft trat, sämtliche objekte, bestandteil, anhang 1, schwelle blieben, 1992, 4 twwv, heimatschutzgesetz, übersicht, twwv, unterhalt, umschreibung, programms labiola, nutzungsplanung, umsetzungsauftrag, 98 aufgenommen, sr 451, teil, kommunalen kulturlandplan zuweisung, rechtliche stellung, richtplanung, buwal 1997, bewirtschaftung, trockenwieseninventar wurde, nationaler bedeutung, bewirtschaftungsvereinbarungen, nhg",summary,DEU,DE,50,Trockenwieseninventar Aargau,"L inventaire de la prairie sec a été enregistré par le Buwal 1997/98. L objectif général de l inventaire est de créer un aperçu des prés et des pâturages secs et secs en Suisse dans le cadre de la diversité biologique au sens de la convention de 1992 et de déterminer les objets d importance nationale. Cela a été fait avec la réglementation sèche de la prairie (TWWV, SR 451.37) du 13 janvier 2010, qui est entrée en vigueur le 1er février 2010. Les objets sont répertoriés à l annexe 1 de l ordonnance. La description des objets ne fait pas partie du VO; Il est disponible électroniquement (www.bafu.admin.ch/tww).  Position juridique et importance pour les cantons: Biotopinventar du gouvernement fédéral conformément à l art. 18a Paragraphe 1 Ordonnance de mise en œuvre de la Nature and Homeland Protection Act (NHG) aux Cantons (Art. 18a Para. 2 NHG, Art. 4 TWWV) Implémentation à Aargau: Planification de la construction: tous les objets d importance nationale et aussi ceux qui restent sous le seuil (= de l importance cantonale) NKB. Planification d utilisation: dans l affectation municipale du plan foncier culturel à une zone de conservation de la nature. Les accords de gestion dans le cadre du programme Labiola (jusqu en 2013 Beve). Gestion et maintenance sans conséquences sur les coûts pour la municipalité.","Forêt, flore, faune","Mise en œuvre, 2013 Beve, Nature Conservation Zone, Framework, Contacments Cost, VO, Cantons, Biotope Inventory, Changement Meadows, Art, Aargau, Communauté, Objet, Règlement, Convention, généralement énuméré, 2 NHG, Federal, Pastor, Janvier 2010, Biological Diversit Annexe 1, seuil restant, 1992, 4 TWV, Home Protection Law, Présentation, TWWV, maintenance, description, programmes Labiola, planification d utilisation, Ordre de mise en œuvre, position juridique, planification de la direction, Buwal 1997, gestion, nationale, importance nationale, importance nationale, accords de gestion, NHG"
907,KT_AG,Trockenwieseninventar AG,ch_ag_geo_alg_twinv_01,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Trockenwieseninventar AG||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_twinv_01||1.3.0&E=2650643.1008506655&N=1254572.496411383&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_twinv,ch_ag_geo_alg_twinv,"Das Trockenwieseninventar wurde vom BUWAL 1997/98 aufgenommen. Generelles Ziel des Inventars ist es, gesamtschweizerisch eine Übersicht über die trockenen und wechseltrockenen Wiesen und Weiden der Schweiz als Teil der biologischen Vielfalt im Sinne der Konvention von 1992 zu schaffen und daraus die Objekte von nationaler Bedeutung zu bestimmen. Dies erfolgte mit der Trockenwiesenverordnung (TwwV, SR 451.37) vom 13. Januar 2010, welche am 1. Februar 2010 in Kraft trat. Die Objekte sind in Anhang 1 der Verordnung aufgelistet. Die Umschreibung der Objekte ist nicht Bestandteil der VO; sie liegt elektronisch vor (www.bafu.admin.ch/tww).  Rechtliche Stellung und Bedeutung für die Kantone: Biotopinventar des Bundes nach Art. 18a Abs. 1 Natur- und Heimatschutzgesetz (NHG) Umsetzungsauftrag an die Kantone (Art. 18a Abs. 2 NHG, Art. 4 TwwV) Umsetzung im Aargau: Richtplanung: Sämtliche Objekte von nationaler Bedeutung und auch diejenigen, welche unter der Schwelle blieben (= von kantonaler Bedeutung), gehören zu den NkB. Nutzungsplanung: Im kommunalen Kulturlandplan Zuweisung zu einer Naturschutzzone. Bewirtschaftungsvereinbarungen im Rahmen des Programms Labiola (bis 2013 Beve). Bewirtschaftung und Unterhalt ohne Kostenfolgen für die Gemeinde.","Wald, Flora, Fauna",nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.44,8.11,7.8520870852532205 47.26909849275597 8.358740489300736 47.602932397823764,"umsetzung, 2013 beve, naturschutzzone, rahmen, kostenfolgen, vo, kantone, biotopinventar, wechseltrockenen wiesen, art, aargau, gemeinde, objekte, konvention, februar 2010, trockenwiesenverordnung, schweiz, 1 natur, 1, verordnung aufgelistet, generelles ziel, 2 nhg, bundes, weiden, bedeutung, januar 2010, biologischen vielfalt, sinne, inventars, kraft trat, sämtliche objekte, bestandteil, anhang 1, schwelle blieben, 1992, 4 twwv, heimatschutzgesetz, übersicht, twwv, unterhalt, umschreibung, programms labiola, nutzungsplanung, umsetzungsauftrag, 98 aufgenommen, sr 451, teil, kommunalen kulturlandplan zuweisung, rechtliche stellung, richtplanung, buwal 1997, bewirtschaftung, trockenwieseninventar wurde, nationaler bedeutung, bewirtschaftungsvereinbarungen, nhg",summary,DEU,DE,50,Praid sec inventar ag,"L inventaire de la prairie sec a été enregistré par le Buwal 1997/98. L objectif général de l inventaire est de créer un aperçu des prés et des pâturages secs et secs en Suisse dans le cadre de la diversité biologique au sens de la convention de 1992 et de déterminer les objets d importance nationale. Cela a été fait avec la réglementation sèche de la prairie (TWWV, SR 451.37) du 13 janvier 2010, qui est entrée en vigueur le 1er février 2010. Les objets sont répertoriés à l annexe 1 de l ordonnance. La description des objets ne fait pas partie du VO; Il est disponible électroniquement (www.bafu.admin.ch/tww).  Position juridique et importance pour les cantons: Biotopinventar du gouvernement fédéral conformément à l art. 18a Paragraphe 1 Ordonnance de mise en œuvre de la Nature and Homeland Protection Act (NHG) aux Cantons (Art. 18a Para. 2 NHG, Art. 4 TWWV) Implémentation à Aargau: Planification de la construction: tous les objets d importance nationale et aussi ceux qui restent sous le seuil (= de l importance cantonale) NKB. Planification d utilisation: dans l affectation municipale du plan foncier culturel à une zone de conservation de la nature. Les accords de gestion dans le cadre du programme Labiola (jusqu en 2013 Beve). Gestion et maintenance sans conséquences sur les coûts pour la municipalité.","Forêt, flore, faune","Mise en œuvre, 2013 Beve, Nature Conservation Zone, Framework, Contacments Cost, VO, Cantons, Biotope Inventory, Changement Meadows, Art, Aargau, Communauté, Objet, Règlement, Convention, généralement énuméré, 2 NHG, Federal, Pastor, Janvier 2010, Biological Diversit Annexe 1, seuil restant, 1992, 4 TWV, Home Protection Law, Présentation, TWV, maintenance, Description, Programmes Labiola, Planification d utilisation, Ordre de mise en œuvre, Position juridique, planification de la direction, Buwal 1997, gestion, nationale, importance nationale, importance nationale, accords de gestion, NHG"
908,KT_AG,"gebäudebrütenden Vogelarten (Mauersegler, Alpensegler, Dole)",ch_ag_geo_alg_vogebru,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||gebäudebrütenden Vogelarten (Mauersegler, Alpensegler, Dole)||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_vogebru||1.3.0&E=2648434.6898131077&N=1247882.8057574483&zoom=3",KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_vogebru,nan,"Auszug aus der Datenbank zu gebäudebrütende Vogelarten. (Mauersegler, Alpensegler, Dole)","Natur- und Landschaftsschutz, Wald, Flora, Fauna",https://wms.geo.ag.ch/public/ows?service=WMS&version=1.3.0&request=GetLegendGraphic&format=image%2Fpng&width=20&height=20&layer=ch_ag_geo_alg_vogebru,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,3.0,47.38,8.08,7.587439734686343 47.0561731866258 8.563129713351112 47.70997142770643,"gebäudebrütende vogelarten, auszug, mauersegler, datenbank, alpensegler, dole",summary,DEU,DE,50,"Construire des espèces d oiseaux couvantes (marin mural, marin alpine, dole)","Extraire de la base de données pour construire des espèces d oiseaux. (Wall Glider, Alpensegler, Dole)","Nature et protection contre le paysage, forêt, flore, faune","Bâtiment - espèces d oiseaux à brouillage, extrait, marin mural, base de données, planeur alpin, dole"
909,KT_AG,gebäudebrütende Vogelart,ch_ag_geo_alg_vogebru_01,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||gebäudebrütende Vogelart||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_vogebru_01||1.3.0&E=2647679.536876081&N=1247876.6854364069&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_vogebru,ch_ag_geo_alg_vogebru,"Auszug aus der Datenbank zu gebäudebrütende Vogelarten. (Mauersegler, Alpensegler, Dole)","Natur- und Landschaftsschutz, Wald, Flora, Fauna",nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.38,8.07,7.719541344482296 47.14731297788372 8.428229455380766 47.619790346752374,"gebäudebrütende vogelarten, auszug, mauersegler, datenbank, alpensegler, dole",summary,DEU,DE,50,Construire des espèces d oiseaux couvants,"Extraire de la base de données pour construire des espèces d oiseaux. (Wall Glider, Alpensegler, Dole)","Nature et protection contre le paysage, forêt, flore, faune","Bâtiment - espèces d oiseaux à brouillage, extrait, marin mural, base de données, planeur alpin, dole"
912,KT_AG,Wanderbarrieren für Fische,ch_ag_geo_alg_wanderbfi,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Wanderbarrieren für Fische||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_wanderbfi||1.3.0&E=2647679.536876081&N=1247876.6854364069&zoom=3,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_wanderbfi,nan,Die Ausbildung und Höhe der für Fische nicht überwindbaren Hindernisse wurden im Rahmen der ökomorphologischen Aufnahmen zusätzlich erfasst.,"Wald, Flora, Fauna, Gewässer",https://wms.geo.ag.ch/public/ows?service=WMS&version=1.3.0&request=GetLegendGraphic&format=image%2Fpng&width=20&height=20&layer=ch_ag_geo_alg_wanderbfi,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,3.0,47.38,8.07,7.574411820577291 47.0562740951575 8.565707188776011 47.70181064210159,"höhe, fische, rahmen, überwindbaren hindernisse wurden, ausbildung",summary,DEU,DE,50,Barrières de randonnée pour les poissons,La formation et la quantité des obstacles qui ne peuvent pas être surmontés pour les poissons ont également été enregistrées dans le cadre des enregistrements de la combinaison écologique.,"Forêt, flore, faune, eaux","Hauteur, poisson, cadre, surmonter les obstacles, l entraînement"
913,KT_AG,künstliche Wanderhindernisse,ch_ag_geo_alg_wanderbfi_02,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||künstliche Wanderhindernisse||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_wanderbfi_02||1.3.0&E=2647679.536876081&N=1247876.6854364069&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_wanderbfi,ch_ag_geo_alg_wanderbfi,Die Ausbildung und Höhe der für Fische nicht überwindbaren Hindernisse wurden im Rahmen der ökomorphologischen Aufnahmen zusätzlich erfasst.,"Wald, Flora, Fauna, Gewässer",nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.38,8.07,7.7064919512381 47.14741696606357 8.43082348866294 47.61164438532599,"höhe, fische, rahmen, überwindbaren hindernisse wurden, ausbildung",summary,DEU,DE,50,Obstacles de randonnée artificiels,La formation et la quantité des obstacles qui ne peuvent pas être surmontés pour les poissons ont également été enregistrées dans le cadre des enregistrements de la combinaison écologique.,"Forêt, flore, faune, eaux","Hauteur, poisson, cadre, surmonter les obstacles, formation"
914,KT_AG,natürliche Wanderhindernisse,ch_ag_geo_alg_wanderbfi_01,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||natürliche Wanderhindernisse||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_wanderbfi_01||1.3.0&E=2647679.536876081&N=1247876.6854364069&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_wanderbfi,ch_ag_geo_alg_wanderbfi,Die Ausbildung und Höhe der für Fische nicht überwindbaren Hindernisse wurden im Rahmen der ökomorphologischen Aufnahmen zusätzlich erfasst.,"Wald, Flora, Fauna, Gewässer",nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.38,8.07,7.7064919512381 47.14741696606357 8.43082348866294 47.61164438532599,"höhe, fische, rahmen, überwindbaren hindernisse wurden, ausbildung",summary,DEU,DE,50,obstacles de randonnée naturels,La formation et la quantité des obstacles qui ne peuvent pas être surmontés pour les poissons ont également été enregistrées dans le cadre des enregistrements de la combinaison écologique.,"Forêt, flore, faune, eaux","Hauteur, poisson, cadre, surmonter les obstacles, formation"
915,KT_AG,Widderchenvorkommen,ch_ag_geo_alg_widderchen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Widderchenvorkommen||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_widderchen||1.3.0&E=2651397.3997554663&N=1254578.994713472&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_widderchen,nan,Vorkommen verschiedener Widderchenarten an untersuchten Standorten im Kanton Aargau seit 2018.,Natur- und Landschaftsschutz,https://wms.geo.ag.ch/public/ows?service=WMS&version=1.3.0&request=GetLegendGraphic&format=image%2Fpng&width=20&height=20&layer=ch_ag_geo_alg_widderchen,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.44,8.12,7.7277957842174345 47.21869734118729 8.513794632763917 47.666503382707546,"vorkommen verschiedener widderchenarten, untersuchten standorten",summary,DEU,DE,50,Archasiser Debs,L occurrence de différentes espèces de RAM dans le canton d Aargau est examinée depuis 2018.,Nature et protection contre le paysage,"Occurrence de différentes espèces de RAM, les emplacements examinés"
916,KT_AG,Widderchenvorkommen,ch_ag_geo_alg_widderchen_01,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Widderchenvorkommen||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_widderchen_01||1.3.0&E=2651397.3997554663&N=1254578.994713472&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_widderchen,ch_ag_geo_alg_widderchen,Vorkommen verschiedener Widderchenarten an untersuchten Standorten im Kanton Aargau seit 2018.,Natur- und Landschaftsschutz,nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.44,8.12,7.860533981438892 47.30978267626986 8.379085638434953 47.57615988588284,"vorkommen verschiedener widderchenarten, untersuchten standorten",summary,DEU,DE,50,Archasiser Debs,L occurrence de différentes espèces de RAM dans le canton d Aargau est examinée depuis 2018.,Nature et protection contre le paysage,"Occurrence de différentes espèces de RAM, les emplacements examinés"
917,KT_AG,Zielflächen des Projektes Drainierte Böden,ch_ag_geo_alg_zielfldrainboed,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Zielflächen des Projektes Drainierte Böden||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_zielfldrainboed||1.3.0&E=2652220.2331549264&N=1246803.0746879214&zoom=3,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_zielfldrainboed,nan,"Dargestellt werden die Zielflächen des Projektes -Drainierte Böden-. Dabei handelt es sich um diejenigen Flächen des Kantons Aargau, die aufgrund ihres Regenerationspotenzials sowie ihrer ökologsichen Bedeutung für eine Feuchtgebietsregeneration prioritär sind. Die Unterteilung in drei Kategorien beruht auf folgenden Kriterien: Priorität 1: - Flächen im Einzugsgebiet der Kerngebiete. Diese sind für die Arten der bestehenden Kerngebiete erreichbar und können somit als Erweiterungsflächen der Kerngebiete bezeichnet werden. - Flächen mit einem relevanten Anteil an organischen Böden Priorität 2: - Flächen im Einzugsgebiet eines Vernetzungsgebiete. Diese können als Erweiterungsflächen der Vernetzunggebiete bezeichnet werden. Priortät 3: - Flächen ausserhalb des Einzugsgebiets von Kern- oder Vernetzungsgebieten.","Landwirtschaft, Natur- und Landschaftsschutz",https://wms.geo.ag.ch/public/ows?service=WMS&version=1.3.0&request=GetLegendGraphic&format=image%2Fpng&width=20&height=20&layer=ch_ag_geo_alg_zielfldrainboed,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,3.0,47.37,8.13,7.6838611051334595 47.04826747062159 8.584969135295452 47.695405043064724,"drainierte böden, flächen ausserhalb, arten, einzugsgebiet, kerngebiete, vernetzunggebiete bezeichnet, drei kategorien beruht, flächen, zielflächen, priorität 1, kantons aargau, feuchtgebietsregeneration prioritär, unterteilung, erweiterungsflächen, ökologsichen bedeutung, relevanten anteil, kerngebiete bezeichnet, vernetzungsgebieten, diejenigen flächen, bestehenden kerngebiete erreichbar, folgenden kriterien, vernetzungsgebiete, einzugsgebiets, regenerationspotenzials sowie, projektes, priortät 3",summary,DEU,DE,50,Les zones cibles du projet sont drainés les sols,Les zones cibles des sols drainés du projet sont présentées. Ce sont ces zones du canton d Aargau qui sont prioritaires en raison de leur potentiel de régénération et de leur importance écologique pour une régénération de l humidité. La subdivision en trois catégories est basée sur les critères suivants: Priorité 1: - Zones dans la zone de bassin versant des zones centrales. Ceux-ci peuvent être atteints pour les types de zones centrales existantes et peuvent donc être appelées zones d expansion des zones centrales. - Zones avec une proportion pertinente de planchers organiques Priorité 2: - Zones dans la zone de bassin versant d une zone de réseautage. Ceux-ci peuvent être appelés zones d extension des zones de réseautage. Priortät 3: - zones à l extérieur de la zone de bassin versant des zones de noyau ou de réseautage.,"Agriculture, nature et protection contre le paysage","Sols drainés, zones à l extérieur, espèces, zone de chalandise, zones centrales, zones de réseautage désignées, trois catégories sont basées, les zones, les zones cibles, la priorité 1, le canton d Aargau, les zones de régénération humide, les zones de réseautage, les zones de vulgarisation, la signification écologique, les proportions pertinentes,"
918,KT_AG,Zielflächen des Projekts Drainierte Böden,ch_ag_geo_alg_zielfldrainboed_01,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Zielflächen des Projekts Drainierte Böden||https://wms.geo.ag.ch/public/ows?||ch_ag_geo_alg_zielfldrainboed_01||1.3.0&E=2652220.2331549264&N=1246803.0746879214&zoom=4,KT_AG/Geodaten des Kantons Aargau/ch_ag_geo_alg_zielfldrainboed,ch_ag_geo_alg_zielfldrainboed,"Dargestellt werden die Zielflächen des Projektes -Drainierte Böden-. Dabei handelt es sich um diejenigen Flächen des Kantons Aargau, die aufgrund ihres Regenerationspotenzials sowie ihrer ökologsichen Bedeutung für eine Feuchtgebietsregeneration prioritär sind. Die Unterteilung in drei Kategorien beruht auf folgenden Kriterien: Priorität 1: - Flächen im Einzugsgebiet der Kerngebiete. Diese sind für die Arten der bestehenden Kerngebiete erreichbar und können somit als Erweiterungsflächen der Kerngebiete bezeichnet werden. - Flächen mit einem relevanten Anteil an organischen Böden Priorität 2: - Flächen im Einzugsgebiet eines Vernetzungsgebiete. Diese können als Erweiterungsflächen der Vernetzunggebiete bezeichnet werden. Priortät 3: - Flächen ausserhalb des Einzugsgebiets von Kern- oder Vernetzungsgebieten.","Landwirtschaft, Natur- und Landschaftsschutz",nan,nan,https://wms.geo.ag.ch/public/ows,nan,nan,WMS,4.0,47.37,8.13,7.816104761956023 47.13943203118965 8.450069502869608 47.60511201612127,"drainierte böden, flächen ausserhalb, arten, einzugsgebiet, kerngebiete, vernetzunggebiete bezeichnet, drei kategorien beruht, flächen, zielflächen, priorität 1, kantons aargau, feuchtgebietsregeneration prioritär, unterteilung, erweiterungsflächen, ökologsichen bedeutung, relevanten anteil, kerngebiete bezeichnet, vernetzungsgebieten, diejenigen flächen, bestehenden kerngebiete erreichbar, folgenden kriterien, vernetzungsgebiete, einzugsgebiets, regenerationspotenzials sowie, projektes, priortät 3",summary,DEU,DE,50,Les zones cibles du projet sont drainés les sols,Les zones cibles des sols drainés du projet sont présentées. Ce sont ces zones du canton d Aargau qui sont prioritaires en raison de leur potentiel de régénération et de leur importance écologique pour une régénération de l humidité. La subdivision en trois catégories est basée sur les critères suivants: Priorité 1: - Zones dans la zone de bassin versant des zones centrales. Ceux-ci peuvent être atteints pour les types de zones centrales existantes et peuvent donc être appelées zones d expansion des zones centrales. - Zones avec une proportion pertinente de planchers organiques Priorité 2: - Zones dans la zone de bassin versant d une zone de réseautage. Ceux-ci peuvent être appelés zones d extension des zones de réseautage. Priortät 3: - zones à l extérieur de la zone de bassin versant des zones de noyau ou de réseautage.,"Agriculture, nature et protection contre le paysage","Sols drainés, zones à l extérieur, espèces, zone de chalandise, zones centrales, zones de réseautage désignées, trois catégories sont basées, les zones, les zones cibles, la priorité 1, le canton d Aargau, les zones de régénération humide, les zones de réseautage, les zones de vulgarisation, la signification écologique, les proportions pertinentes,"
