,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality,title_de,abstract_de,keywords_de,keywords_nlp_de
6051,KT_BE,"Sömmerungsfläche (Nutzungsflächen), Beschriftung",LANDKULT_NUTZFL_VW_18521,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Sömmerungsfläche (Nutzungsflächen), Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18521||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2",KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18521,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18521,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,"Sömmerungsfläche (Nutzungsflächen), Beschriftung",Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6052,KT_BE,Obst und Reben (Nutzungsflächen),LANDKULT_NUTZFL_VW_18519,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Obst und Reben (Nutzungsflächen)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18519||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2,KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18519,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18519,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,Obst und Reben (Nutzungsflächen),Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6053,KT_BE,"Obst und Reben (Nutzungsflächen), Beschriftung",LANDKULT_NUTZFL_VW_18518,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Obst und Reben (Nutzungsflächen), Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18518||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2",KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18518,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18518,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,"Obst und Reben (Nutzungsflächen), Beschriftung",Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6054,KT_BE,Übrige Wiese (Nutzungsflächen),LANDKULT_NUTZFL_VW_18516,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übrige Wiese (Nutzungsflächen)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18516||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2,KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18516,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18516,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,Übrige Wiese (Nutzungsflächen),Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6055,KT_BE,"Übrige Wiese (Nutzungsflächen), Beschriftung",LANDKULT_NUTZFL_VW_18515,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übrige Wiese (Nutzungsflächen), Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18515||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2",KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18515,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18515,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,"Übrige Wiese (Nutzungsflächen), Beschriftung",Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6056,KT_BE,Übrige Weide (Nutzungsflächen),LANDKULT_NUTZFL_VW_18513,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übrige Weide (Nutzungsflächen)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18513||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2,KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18513,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18513,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,Übrige Weide (Nutzungsflächen),Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6057,KT_BE,"Übrige Weide (Nutzungsflächen), Beschriftung",LANDKULT_NUTZFL_VW_18512,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übrige Weide (Nutzungsflächen), Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18512||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2",KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18512,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18512,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,"Übrige Weide (Nutzungsflächen), Beschriftung",Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6058,KT_BE,Übrige Nutzfläche (Nutzungsflächen),LANDKULT_NUTZFL_VW_18510,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übrige Nutzfläche (Nutzungsflächen)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18510||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2,KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18510,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18510,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,Übrige Nutzfläche (Nutzungsflächen),Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6059,KT_BE,"Übrige Nutzfläche (Nutzungsflächen), Beschriftung",LANDKULT_NUTZFL_VW_18509,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übrige Nutzfläche (Nutzungsflächen), Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18509||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2",KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18509,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18509,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,"Übrige Nutzfläche (Nutzungsflächen), Beschriftung",Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6060,KT_BE,BFF QI Fläche vereinfacht (Nutzungsflächen),LANDKULT_NUTZFL_VW_18507,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||BFF QI Fläche vereinfacht (Nutzungsflächen)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_18507||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2,KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_18507,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_18507,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,BFF QI Fläche vereinfacht (Nutzungsflächen),Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6061,KT_BE,Kulturgruppe BFF QI (Nutzungsflächen),LANDKULT_NUTZFL_VW_6476,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kulturgruppe BFF QI (Nutzungsflächen)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_6476||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2,KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_6476,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_6476,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,Kulturgruppe BFF QI (Nutzungsflächen),Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
6062,KT_BE,"Kulturgruppe BFF QI (Nutzungsflächen), Beschriftung",LANDKULT_NUTZFL_VW_3462,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kulturgruppe BFF QI (Nutzungsflächen), Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?||LANDKULT_NUTZFL_VW_3462||1.3.0&E=2638986.7633349127&N=1191112.6994631726&zoom=2",KT_BE/Landwirtschaftsthemen 01/LANDKULT_NUTZFL_VW_3462,nan,Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=LANDKULT_NUTZFL_VW_3462,None,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_farming01_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,2.0,46.87,7.95,6.299005 46.120574 9.596023 47.617832,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung",summary,DEU,DE,50,"Kulturgruppe BFF QI (Nutzungsflächen), Beschriftung",Die Ebene «Nutzungsflächen» bildet die effektiv landwirtschaftlich genutzten Flächen ab. Die möglichen Nutzungsarten sind in der Tabelle KULTURT aufgeführt. Die Fläche einer Nutzung wird als Polygon erfasst. Die Grösse des Polygons entspricht der von den Bewirtschaftenden angemeldeten Grösse der Nutzungsfläche. Gewisse Nutzungsarten sind als überlagernde Flächen möglich (z.B. Baumgruppen).,Im,"tabelle kulturt aufgeführt, grösse, baumgruppen, fläche, möglichen nutzungsarten, bewirtschaftenden angemeldeten grösse, gewisse nutzungsarten, nutzungsfläche, polygon erfasst, überlagernde flächen möglich, polygons entspricht, nutzung"
