,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality,title_en,abstract_en,keywords_en,keywords_nlp_en
7996,KT_GL,Videoüberwachungsanlagen,ch.gl.structure.videoueberwachungsanlagen,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.structure.videoueberwachungsanlagen,ch.gl.structure.videoueberwachungsanlagen,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,5.0,47.02,9.09,8.998495455445324 46.921341088855144 9.187634364732618 47.1235569918833,,summary,DEU,NA,25,Video surveillance systems,nan,In,into
7998,KT_GL,Denkmalschutz: Schutzobjekte (Flächenobjekte),ch.gl.society.denkmalschutz_schutzobjekte_flaechen,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.society.denkmalschutz_schutzobjekte_flaechen,ch.gl.society.denkmalschutz_schutzobjekte_flaechen,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,5.0,46.98,9.04,8.880075990134126 46.8112257919467 9.200133961906822 47.1499986037743,,summary,DEU,NA,25,Monument protection: protective objects (surface objects),nan,In,into
7999,KT_GL,Multifunktionaler Wald,ch.gl.biota.multifunktionaler-wald,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.biota.multifunktionaler-wald,ch.gl.biota.multifunktionaler-wald,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,5.0,47.0,9.07,8.888477277173292 46.823937831469834 9.247731320189937 47.170102594322074,,summary,DEU,NA,25,Multifunctional forest,nan,In,into
8002,KT_GL,Baubewilligungspflicht bei Solaranlagen und Wärmepumpen,ch.gl.planning.baubewilligungspflicht_solaranlagen_waermepumpen,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.planning.baubewilligungspflicht_solaranlagen_waermepumpen,ch.gl.planning.baubewilligungspflicht_solaranlagen_waermepumpen,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,4.0,46.98,9.07,8.870605536322604 46.79818693750665 9.26083337851952 47.170227538828826,,summary,DEU,NA,25,Building permission obligation in solar systems and heat pumps,nan,In,into
8003,KT_GL,Denkmalschutz: Schutzobjekte (Punktobjekte),ch.gl.society.denkmalschutz_schutzobjekte_punkte,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.society.denkmalschutz_schutzobjekte_punkte,ch.gl.society.denkmalschutz_schutzobjekte_punkte,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,5.0,47.01,9.08,8.981887980491226 46.86887971807743 9.186254816488294 47.14469409174289,,summary,DEU,NA,25,Monument protection: protective objects (point objects),nan,In,into
8004,KT_GL,Naturgefahren Perimeter Gefahrenkartierung Revision,ch.gl.naturalhazards.perimeter-gefahrenkartierung-revision,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.naturalhazards.perimeter-gefahrenkartierung-revision,ch.gl.naturalhazards.perimeter-gefahrenkartierung-revision,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,6.0,47.02,8.99,8.89860982563998 46.992408783212746 9.084212341739347 47.03939873484782,,summary,DEU,NA,25,Natural hazards perimeter hazard mapping revision,nan,into,into
8006,KT_GL,Gewässerraum Gemeinde Glarus,ch.gl.planning.gewaesserraum-1632,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.planning.gewaesserraum-1632,ch.gl.planning.gewaesserraum-1632,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,6.0,47.05,8.99,8.896790262469143 47.01499436732664 9.090284116597799 47.081536702651896,,summary,DEU,NA,25,Water space municipality of Glarus,nan,In,into
8007,KT_GL,Gewässerraum Gemeinde Glarus Nord,ch.gl.planning.gewaesserraum-1630,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.planning.gewaesserraum-1630,ch.gl.planning.gewaesserraum-1630,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,5.0,47.11,9.07,8.948849838419275 47.046847181630774 9.194168225693444 47.17126322890494,,summary,DEU,NA,25,Water space municipality of Glarus Nord,nan,In,into
8008,KT_GL,Landwirtschaft Schleppschlauchobligatorium,ch.gl.farming.schleppschlauchobligatorium,n.a.,KT_GL/OWS Kanton Glarus/ch.gl.farming.schleppschlauchobligatorium,ch.gl.farming.schleppschlauchobligatorium,nan,nan,nan,WFS,https://wfs.geo.gl.ch/,nan,nan,WFS,4.0,47.08,9.04,8.865688001542356 46.876526474706495 9.2170157744935 47.276705050769614,,summary,DEU,NA,25,Agriculture drag -drumbligatory,nan,In,into
8081,KT_GR,Gemeindegrenzen 2021,Gemeindegrenzen_2021,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen 2021||https://wms.geo.gr.ch/admineinteilung?||Gemeindegrenzen_2021||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindegrenzen_2021",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindegrenzen_2021&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindegrenzen_2021,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community boundaries 2021,nan,In,into
8082,KT_GR,Gemeindenamen 2021,Gemeindenamen_2021,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindenamen 2021||https://wms.geo.gr.ch/admineinteilung?||Gemeindenamen_2021||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindenamen_2021",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindenamen_2021&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindenamen_2021,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community names 2021,nan,In,into
8083,KT_GR,Gemeindegrenzen 2022,Gemeindegrenzen_2022,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen 2022||https://wms.geo.gr.ch/admineinteilung?||Gemeindegrenzen_2022||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindegrenzen_2022",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindegrenzen_2022&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindegrenzen_2022,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community boundaries 2022,nan,In,into
8084,KT_GR,Gemeindenamen 2022,Gemeindenamen_2022,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindenamen 2022||https://wms.geo.gr.ch/admineinteilung?||Gemeindenamen_2022||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindenamen_2022",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindenamen_2022&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindenamen_2022,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community names 2022,nan,In,into
8085,KT_GR,Gemeindegrenzen 2023,Gemeindegrenzen_2023,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen 2023||https://wms.geo.gr.ch/admineinteilung?||Gemeindegrenzen_2023||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindegrenzen_2023",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindegrenzen_2023&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindegrenzen_2023,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community boundaries 2023,nan,In,into
8086,KT_GR,Gemeindenamen 2023,Gemeindenamen_2023,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindenamen 2023||https://wms.geo.gr.ch/admineinteilung?||Gemeindenamen_2023||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindenamen_2023",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindenamen_2023&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindenamen_2023,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community names 2023,nan,In,into
8087,KT_GR,Gemeindegrenzen 2024,Gemeindegrenzen_2024,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen 2024||https://wms.geo.gr.ch/admineinteilung?||Gemeindegrenzen_2024||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindegrenzen_2024",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindegrenzen_2024&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindegrenzen_2024,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community boundaries 2024,nan,In,into
8088,KT_GR,Gemeindenamen 2024,Gemeindenamen_2024,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindenamen 2024||https://wms.geo.gr.ch/admineinteilung?||Gemeindenamen_2024||1.3.0&E=2763906.992721529&N=1168765.5493211288&zoom=1,"KT_GR/Kanton Graubünden, Administrative Einteilungen/Gemeindenamen_2024",Ehemalige_Gemeinden,nan,nan,https://wms.geo.gr.ch/admineinteilung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Gemeindenamen_2024&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/admineinteilung,https://wms.geo.gr.ch/admineinteilung?request=GetMetadata&layer=Gemeindenamen_2024,nan,WMS,1.0,46.65,9.58,7.503299 45.215587 11.662521 48.076735,,summary,DEU,NA,25,Community names 2024,nan,In,into
8112,KT_GR,"Kanton Graubünden, Erdwärmenutzung",WMS_Erdwaermenutzung,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kanton Graubünden, Erdwärmenutzung||https://wms.geo.gr.ch/erdwaermenutzung?||WMS_Erdwaermenutzung||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2","KT_GR/Kanton Graubünden, Erdwärmenutzung/WMS_Erdwaermenutzung",WMS_Erdwaermenutzung,WMS_Erdwaermenutzung,nan,nan,nan,https://wms.geo.gr.ch/erdwaermenutzung,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,wms_erdwaermenutzung,summary,DEU,DE,0,"Canton of Graubünden, geothermal energy use",WMS Earth Waermum Use,In,WMS Earth Waermumen Use
8126,KT_GR,"Kanton Graubünden, Gebäudeinformationen",WMS_Gebaeudeinformation,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kanton Graubünden, Gebäudeinformationen||https://wms.geo.gr.ch/gebaeudeinformation?||WMS_Gebaeudeinformation||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2","KT_GR/Kanton Graubünden, Gebäudeinformationen/WMS_Gebaeudeinformation",WMS_Gebaeudeinformation,WMS_Gebaeudeinformation,nan,https://wms.geo.gr.ch/gebaeudeinformation?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Grundstuecke_mit_Gebaeude_projektiert_oder_im_Bau&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/gebaeudeinformation,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,wms_gebaeudeinformation,summary,DEU,DE,0,"Canton of Graubünden, building information",WMS Gebaeudeinformation,In,WMS Gebaeudeinformation
8322,KT_GR,"Kanton Graubünden, Kantonales Strassennetz - Strassenentwässerung",WMS_Kstn_Strassenentwaesserung,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kanton Graubünden, Kantonales Strassennetz - Strassenentwässerung||https://wms.geo.gr.ch/kstn_strassenentwaesserung?||WMS_Kstn_Strassenentwaesserung||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2","KT_GR/Kanton Graubünden, Kantonales Strassennetz - Strassenentwässerung/WMS_Kstn_Strassenentwaesserung",WMS_Kstn_Strassenentwaesserung,WMS_Kstn_Strassenentwaesserung,nan,nan,nan,https://wms.geo.gr.ch/kstn_strassenentwaesserung,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,wms_kstn_strassenentwaesserung,summary,DEU,DE,0,"Canton of Graubünden, cantonal road network - street drainage",WMS KStn street reduction,In,WMS KStn street reduction
8343,KT_GR,NHG-Vertragsobjekte Sömmerung unterschrieben,NHG_Vertragsobjekte_Soemmerung_unterschrieben,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||NHG-Vertragsobjekte Sömmerung unterschrieben||https://wms.geo.gr.ch/lw_bewirtschaftung?||NHG_Vertragsobjekte_Soemmerung_unterschrieben||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/WMS_LW_Bewirtschaftung",WMS_LW_Bewirtschaftung,NHG_Vertragsobjekte_Soemmerung_unterschrieben,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=NHG_Vertragsobjekte_Soemmerung_unterschrieben&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,nhg_vertragsobjekte_soemmerung_unterschrieben,summary,DEU,DE,0,NHG contract objects signed Sömmerung,NHG contract objects signed soemnung,In,NHG contract objects signed soemnung
8355,KT_GR,Landschaftsqualität Perimeter,Landschaftsqualitaet_Perimeter,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landschaftsqualität Perimeter||https://wms.geo.gr.ch/lw_bewirtschaftung?||Landschaftsqualitaet_Perimeter||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/WMS_LW_Bewirtschaftung",WMS_LW_Bewirtschaftung,Landschaftsqualitaet_Perimeter,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=Landschaftsqualitaet_Perimeter&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,landschaftsqualitaet_perimeter,summary,DEU,DE,0,Landscape quality perimeter,Landscaping Perimeter,In,Landscaping Perimeter
8361,KT_GR,Biotoptyp,NHG_Biotoptyp_unterschrieben,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Biotoptyp||https://wms.geo.gr.ch/lw_bewirtschaftung?||NHG_Biotoptyp_unterschrieben||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/NHG_Biotoptyp_unterschrieben",NHG_Vertragsobjekte_Soemmerung_unterschrieben,nan,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=NHG_Biotoptyp_unterschrieben&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,https://wms.geo.gr.ch/lw_bewirtschaftung?request=GetMetadata&layer=NHG_Biotoptyp_unterschrieben,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,NAN,NA,25,Biotope type,nan,In,into
8362,KT_GR,Nutzungstyp,NHG_Nutzungstyp_unterschrieben,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Nutzungstyp||https://wms.geo.gr.ch/lw_bewirtschaftung?||NHG_Nutzungstyp_unterschrieben||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/NHG_Nutzungstyp_unterschrieben",NHG_Vertragsobjekte_Soemmerung_unterschrieben,nan,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=NHG_Nutzungstyp_unterschrieben&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,https://wms.geo.gr.ch/lw_bewirtschaftung?request=GetMetadata&layer=NHG_Nutzungstyp_unterschrieben,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,NA,25,Use type,nan,In,into
8363,KT_GR,Düngung,NHG_Duengung_unterschrieben,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Düngung||https://wms.geo.gr.ch/lw_bewirtschaftung?||NHG_Duengung_unterschrieben||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/NHG_Duengung_unterschrieben",NHG_Vertragsobjekte_Soemmerung_unterschrieben,nan,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=NHG_Duengung_unterschrieben&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,https://wms.geo.gr.ch/lw_bewirtschaftung?request=GetMetadata&layer=NHG_Duengung_unterschrieben,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,NAN,NA,25,fertilization,nan,In,into
8364,KT_GR,Schnittzeitpunkt,NHG_Schnittzeitpunkt_Label,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Schnittzeitpunkt||https://wms.geo.gr.ch/lw_bewirtschaftung?||NHG_Schnittzeitpunkt_Label||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/NHG_Schnittzeitpunkt_Label",NHG_Vertragsobjekte_Soemmerung_unterschrieben,nan,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=NHG_Schnittzeitpunkt_Label&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,https://wms.geo.gr.ch/lw_bewirtschaftung?request=GetMetadata&layer=NHG_Schnittzeitpunkt_Label,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,NA,25,Cutting point,nan,In,into
8388,KT_GR,Landschaftsqualität Massnahmen,LQ_Vereinbarungsobjekt_Flaeche_Massnahmen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landschaftsqualität Massnahmen||https://wms.geo.gr.ch/lw_bewirtschaftung?||LQ_Vereinbarungsobjekt_Flaeche_Massnahmen||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/LQ_Vereinbarungsobjekt_Flaeche_Massnahmen",Landschaftsqualitaet_Massnahmen,nan,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=LQ_Vereinbarungsobjekt_Flaeche_Massnahmen&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,https://wms.geo.gr.ch/lw_bewirtschaftung?request=GetMetadata&layer=LQ_Vereinbarungsobjekt_Flaeche_Massnahmen,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,NA,25,Landscape quality measures,nan,In,into
8389,KT_GR,LQ Massnahmen Code,LQ_Vereinbarungsobjekt_Flaeche_Massnahmen_Label,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||LQ Massnahmen Code||https://wms.geo.gr.ch/lw_bewirtschaftung?||LQ_Vereinbarungsobjekt_Flaeche_Massnahmen_Label||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/LQ_Vereinbarungsobjekt_Flaeche_Massnahmen_Label",Landschaftsqualitaet_Massnahmen,nan,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=LQ_Vereinbarungsobjekt_Flaeche_Massnahmen_Label&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,https://wms.geo.gr.ch/lw_bewirtschaftung?request=GetMetadata&layer=LQ_Vereinbarungsobjekt_Flaeche_Massnahmen_Label,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,NA,25,LQ measures code,nan,In,into
8390,KT_GR,Landschaftsqualität Perimeter,LQ_Perimeter_Vernetzung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landschaftsqualität Perimeter||https://wms.geo.gr.ch/lw_bewirtschaftung?||LQ_Perimeter_Vernetzung||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Landwirtschaftliche Bewirtschaftung/LQ_Perimeter_Vernetzung",Landschaftsqualitaet_Perimeter,nan,nan,https://wms.geo.gr.ch/lw_bewirtschaftung?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=LQ_Perimeter_Vernetzung&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/lw_bewirtschaftung,https://wms.geo.gr.ch/lw_bewirtschaftung?request=GetMetadata&layer=LQ_Perimeter_Vernetzung,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,NA,25,Landscape quality perimeter,nan,In,into
8484,KT_GR,IK Einsturz/Absenkung,IK_Einsturz_Absenkung_,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||IK Einsturz/Absenkung||https://wms.geo.gr.ch/naturgefahrenkarte?||IK_Einsturz_Absenkung_||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Naturgefahren - Gefahrenkarte/WMS_Naturgefahrenkarte",WMS_Naturgefahrenkarte,IK_Einsturz_Absenkung_,nan,https://wms.geo.gr.ch/naturgefahrenkarte?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=IK_Einsturz_Absenkung_&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/naturgefahrenkarte,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,DE,0,IK collapse/lowering,IK collapse lowering,In,into
8485,KT_GR,IK Sturz,IK_Sturz_,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||IK Sturz||https://wms.geo.gr.ch/naturgefahrenkarte?||IK_Sturz_||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Naturgefahren - Gefahrenkarte/WMS_Naturgefahrenkarte",WMS_Naturgefahrenkarte,IK_Sturz_,nan,https://wms.geo.gr.ch/naturgefahrenkarte?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=IK_Sturz_&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/naturgefahrenkarte,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,DE,0,I am sturz,I am sturz,into,into
8486,KT_GR,IK Rutschung,IK_Rutschung_,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||IK Rutschung||https://wms.geo.gr.ch/naturgefahrenkarte?||IK_Rutschung_||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Naturgefahren - Gefahrenkarte/WMS_Naturgefahrenkarte",WMS_Naturgefahrenkarte,IK_Rutschung_,nan,https://wms.geo.gr.ch/naturgefahrenkarte?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=IK_Rutschung_&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/naturgefahrenkarte,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,DE,0,IK slide,IK slide,In,into
8487,KT_GR,IK Wasser,IK_Wasser_,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||IK Wasser||https://wms.geo.gr.ch/naturgefahrenkarte?||IK_Wasser_||1.3.0&E=2763876.65070815&N=1169876.797529177&zoom=2,"KT_GR/Kanton Graubünden, Naturgefahren - Gefahrenkarte/WMS_Naturgefahrenkarte",WMS_Naturgefahrenkarte,IK_Wasser_,nan,https://wms.geo.gr.ch/naturgefahrenkarte?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=IK_Wasser_&format=image/png&STYLE=default,nan,https://wms.geo.gr.ch/naturgefahrenkarte,nan,nan,WMS,2.0,46.66,9.58,8.614974 45.99384 10.547297 47.323947,,summary,DEU,DE,0,IK water,I waser,In,into
